id,outlet_id,name,name_en,name_bn,description,description_en,description_bn,price,cost_price,short_code,is_favorite,category,category_en,category_bn,is_available,image_url,video_url,tags_json,version,updated_at,deleted_at
b7bc86bc-fc01-4716-9234-b5dac7da7c0a,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Four Season,Four Season,ফোর সিজন,Topped with four flavours in one pizza. Experience all seasons in every slice.,Topped with four flavours in one pizza. Experience all seasons in every slice.,এক পিৎজায় চারটি স্বাদ দিয়ে টপ করা। প্রতিটি টুকরোতে সব ঋতু অনুভব করুন।,429.00,,,f,Pizza,Pizza,পিৎজা,t,https://quickbytes.buzz/uploads/menu_placeholders/beverages.png,,"[""icon:general"", ""option:Medium:0"", ""option:Large:100""]",1,2026-07-06 07:44:05.557761+00,2026-07-06 07:44:05.557745+00
9d388abe-44ec-4088-8408-760eadf59478,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Onion Star,Onion Star,অনিয়ন স্টার,"Topped with onion, chicken, olives, sausage, and capsicum. A star among pizzas.","Topped with onion, chicken, olives, sausage, and capsicum. A star among pizzas.","পেঁয়াজ, চিকেন, অলিভ, সসেজ এবং ক্যাপসিকাম দিয়ে টপ করা। পিৎজাগুলোর মধ্যে একটি তারকা।",225.00,,,f,Pizza,Pizza,পিৎজা,t,https://quickbytes.buzz/uploads/menu_placeholders/beverages.png,,"[""icon:general"", ""option:Small:0"", ""option:Medium:110"", ""option:Large:210""]",1,2026-07-06 07:44:11.437337+00,2026-07-06 07:44:11.437323+00
63358738-4349-4221-a9cc-deb32e5a07e7,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Prawn Freak,Prawn Freak,প্রন ফ্রিক,"Topped with prawn, capsicum, and cheese. A seafood delight.","Topped with prawn, capsicum, and cheese. A seafood delight.","চিংড়ি, ক্যাপসিকাম এবং পনির দিয়ে টপ করা। একটি সামুদ্রিক খাবারের আনন্দ।",385.00,,,f,Pizza,Pizza,পিৎজা,t,https://quickbytes.buzz/uploads/menu_placeholders/beverages.png,,"[""icon:general"", ""option:Medium:0"", ""option:Large:100""]",1,2026-07-06 07:44:14.237242+00,2026-07-06 07:44:14.237208+00
196665e5-788c-4629-8840-b197845d251b,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Sausage Fantasy,Sausage Fantasy,সসেজ ফ্যান্টাসি,Topped with a big amount of sausage. A sausage lover's dream.,Topped with a big amount of sausage. A sausage lover's dream.,প্রচুর পরিমাণে সসেজ দিয়ে টপ করা। সসেজ প্রেমীদের স্বপ্ন।,245.00,,,f,Pizza,Pizza,পিৎজা,t,https://quickbytes.buzz/uploads/menu_placeholders/beverages.png,,"[""icon:general"", ""option:Small:0"", ""option:Medium:120"", ""option:Large:220""]",1,2026-07-06 07:44:16.817743+00,2026-07-06 07:44:16.817709+00
7d2af169-5d4b-4b96-8aca-6aa0dd1484cd,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Two Flavour Mixed,Two Flavour Mixed,টু ফ্লেভার মিক্সড,Topped with half BBQ and another half sausage. Perfect for those who love variety.,Topped with half BBQ and another half sausage. Perfect for those who love variety.,অর্ধেক বিবিকিউ এবং অর্ধেক সসেজ দিয়ে টপ করা। যারা বৈচিত্র্য পছন্দ করেন তাদের জন্য উপযুক্ত।,200.00,,,f,Pizza,Pizza,পিৎজা,t,https://quickbytes.buzz/uploads/menu_placeholders/beverages.png,,"[""icon:general"", ""option:Small:0"", ""option:Medium:100"", ""option:Large:200""]",1,2026-07-06 07:44:18.277802+00,2026-07-06 07:44:18.277787+00
269668f6-f09a-47f2-9a6c-9dfefcfcd7ed,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Richest Cheese,Richest Cheese,রিচেস্ট চিজ,Topped with high volume of cheese with lot of ingredients. The ultimate cheese indulgence.,Topped with high volume of cheese with lot of ingredients. The ultimate cheese indulgence.,প্রচুর উপকরণ সহ প্রচুর পরিমাণে পনির দিয়ে টপ করা। চূড়ান্ত পনির আস্বাদন।,595.00,,,f,Pizza,Pizza,পিৎজা,t,https://quickbytes.buzz/uploads/menu_placeholders/beverages.png,,"[""icon:general"", ""option:Medium:0"", ""option:Large:200""]",1,2026-07-06 07:44:15.368292+00,2026-07-06 07:44:15.368274+00
4fccc427-2ddb-4c0a-b9a6-a170784807c5,384b833e-d0f6-4e46-b61d-2c938b36eb0d,piza,piza,,,,,80.00,,,f,Burgers,Burgers,,t,,,,2,2026-07-06 07:42:13.527289+00,2026-07-06 07:42:13.527274+00
1c2b3224-b847-4dbe-a0e6-8fb70dd751d3,384b833e-d0f6-4e46-b61d-2c938b36eb0d,pizza,pizza,,,,,80.00,,,f,Burgers,Burgers,,t,,,,2,2026-07-06 07:42:15.017573+00,2026-07-06 07:42:15.017559+00
c3c335f2-794e-4c90-9c54-285253332de3,384b833e-d0f6-4e46-b61d-2c938b36eb0d,pizza,pizza,,,,,80.00,,,f,Burgers,Burgers,,t,,,,2,2026-07-06 07:42:17.531331+00,2026-07-06 07:42:17.531317+00
71847c91-e957-4dc4-bb10-c630e5b2d8dd,384b833e-d0f6-4e46-b61d-2c938b36eb0d,pizza,pizza,,,,,80.00,,,f,Burgers,Burgers,,t,,,,2,2026-07-06 07:42:19.546972+00,2026-07-06 07:42:19.546952+00
0dc0a5db-5685-4f82-a6ac-629ea7c8162c,384b833e-d0f6-4e46-b61d-2c938b36eb0d,pizza,pizza,,,,,80.00,,,f,Burgers,Burgers,,t,,,,2,2026-07-06 07:42:21.937115+00,2026-07-06 07:42:21.937101+00
f0fe5f70-0a18-410d-ad7f-7d35741d59ee,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Red Chili Pasta,Red Chili Pasta,রেড চিলি পাস্তা,"Prepared with red sauce, chicken, sausage, corn, mushroom, and capsicum. A spicy pasta treat.","Prepared with red sauce, chicken, sausage, corn, mushroom, and capsicum. A spicy pasta treat.","লাল সস, চিকেন, সসেজ, ভুট্টা, মাশরুম এবং ক্যাপসিকাম দিয়ে প্রস্তুত। একটি মশলাদার পাস্তা ট্রিট।",180.00,,,f,Pasta,Pasta,পাস্তা,t,https://quickbytes.buzz/uploads/menu_placeholders/pasta.png,,"[""icon:pasta""]",1,2026-07-06 07:43:46.879289+00,2026-07-06 07:43:46.879275+00
805c68af-9925-4d53-b55c-d1a64b695804,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Sausage Pasta,Sausage Pasta,সসেজ পাস্তা,"Oven baked with white sauce, tomato sauce, chicken, and sausage. A comforting baked pasta.","Oven baked with white sauce, tomato sauce, chicken, and sausage. A comforting baked pasta.","সাদা সস, টমেটো সস, চিকেন এবং সসেজ দিয়ে ওভেনে বেক করা। একটি আরামদায়ক বেকড পাস্তা।",190.00,,,f,Pasta,Pasta,পাস্তা,t,https://quickbytes.buzz/uploads/menu_placeholders/pasta.png,,"[""icon:pasta""]",1,2026-07-06 07:43:49.557474+00,2026-07-06 07:43:49.55746+00
e1ef5370-d0cd-4836-969b-491a602e9018,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Chicken Burger (With Cheese),Chicken Burger (With Cheese),চিকেন বার্গার (পনির সহ),A chicken burger topped with melted cheese for extra flavor.,A chicken burger topped with melted cheese for extra flavor.,অতিরিক্ত স্বাদের জন্য গলানো পনির দিয়ে সাজানো একটি চিকেন বার্গার।,199.00,,,f,Burger,Burger,বার্গার,t,https://quickbytes.buzz/uploads/menu_placeholders/burger.png,,"[""icon:burger""]",2,2026-07-06 07:41:42.437966+00,2026-07-06 07:41:42.437952+00
293037d0-0812-45ac-9f01-228fa61735c6,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Egger Burger,Egger Burger,এগার বার্গার,"A delicious chicken burger with egg, perfect for a hearty meal.","A delicious chicken burger with egg, perfect for a hearty meal.","ডিম সহ একটি সুস্বাদু চিকেন বার্গার, যা একটি পেট ভরা খাবারের জন্য উপযুক্ত।",120.00,,,f,Burger,Burger,বার্গার,t,https://quickbytes.buzz/uploads/menu_placeholders/burger.png,,"[""icon:burger""]",2,2026-07-06 07:41:50.467685+00,2026-07-06 07:41:50.46767+00
ef0f27b3-c255-414d-8a9a-43fca54fed52,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Mr. Junior Rajukian,Mr. Junior Rajukian,মি. জুনিয়র রাজুকিয়ান,Mr. Junior is always special. Basically the taste is superb. It feels like being the king of burgers.,Mr. Junior is always special. Basically the taste is superb. It feels like being the king of burgers.,মি. জুনিয়র সবসময় বিশেষ। মূলত স্বাদটি অসাধারণ। এটি বার্গারের রাজা হওয়ার মতো অনুভূতি দেয়।,265.00,,,f,Burger,Burger,বার্গার,t,https://quickbytes.buzz/uploads/menu_placeholders/burger.png,,"[""icon:burger""]",2,2026-07-06 07:41:58.22833+00,2026-07-06 07:41:58.228315+00
787e3f41-a330-4825-a5ef-cf625a599f46,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Mr. Rajukian,Mr. Rajukian,মি. রাজুকিয়ান,Rajukian is always special. This burger feels like being the king of kings with 3 buns and large patties.,Rajukian is always special. This burger feels like being the king of kings with 3 buns and large patties.,রাজুকিয়ান সবসময় বিশেষ। এই বার্গারটি ৩টি বান এবং বড় প্যাটি সহ রাজাদের রাজা হওয়ার অনুভূতি দেয়।,450.00,,,f,Burger,Burger,বার্গার,t,https://quickbytes.buzz/uploads/menu_placeholders/burger.png,,"[""icon:burger""]",2,2026-07-06 07:42:00.777957+00,2026-07-06 07:42:00.777942+00
0cdbe082-a59e-485f-a41c-2162c923774e,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Regular Pasta,Regular Pasta,রেগুলার পাস্তা,"Oven baked with white sauce, tomato sauce, chicken, mozzarella cheese, garlic, capsicum, and tomato. A classic favorite.","Oven baked with white sauce, tomato sauce, chicken, mozzarella cheese, garlic, capsicum, and tomato. A classic favorite.","সাদা সস, টমেটো সস, চিকেন, মোজারেলা পনির, রসুন, ক্যাপসিকাম এবং টমেটো দিয়ে ওভেনে বেক করা। একটি ক্লাসিক প্রিয়।",200.00,,,f,Pasta,Pasta,পাস্তা,t,https://quickbytes.buzz/uploads/menu_placeholders/pasta.png,,"[""icon:pasta""]",1,2026-07-06 07:43:48.197766+00,2026-07-06 07:43:48.197751+00
7ddd84f9-8dfe-4f64-b08f-b740f76a462f,384b833e-d0f6-4e46-b61d-2c938b36eb0d,White Sauce Pasta,White Sauce Pasta,হোয়াইট সস পাস্তা,"Chicken, white sauce, mushroom, butter, white cream, and garlic. Creamy and delicious.","Chicken, white sauce, mushroom, butter, white cream, and garlic. Creamy and delicious.","চিকেন, সাদা সস, মাশরুম, মাখন, সাদা ক্রিম এবং রসুন। ক্রিমি এবং সুস্বাদু।",200.00,,,f,Pasta,Pasta,পাস্তা,t,https://quickbytes.buzz/uploads/menu_placeholders/pasta.png,,"[""icon:pasta""]",1,2026-07-06 07:43:51.018432+00,2026-07-06 07:43:51.018416+00
fc688581-d9d4-4869-bfa2-8adad9df7669,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Hot Coffee,Hot Coffee,হট কফি,"A freshly brewed hot coffee, rich and aromatic.","A freshly brewed hot coffee, rich and aromatic.","তাজা তৈরি গরম কফি, সমৃদ্ধ এবং সুগন্ধযুক্ত।",160.00,,422,f,Beverages,Beverages,বেভারেজ,t,https://quickbytes.buzz/uploads/menu_placeholders/tea_and_coffee.png,,"[""icon:tea_coffee""]",1,2026-08-02 16:57:44.946923+00,2026-08-02 16:57:44.946908+00
21852e38-57fc-46f2-af85-578e2e6bf941,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Pista Milkshake,Pista Milkshake,পিস্তা মিল্কশেক,A creamy pistachio milkshake with a nutty flavor.,A creamy pistachio milkshake with a nutty flavor.,বাদামি স্বাদ সহ একটি ক্রিমি পিস্তা মিল্কশেক।,170.00,,421,f,Beverages,Beverages,বেভারেজ,t,https://quickbytes.buzz/uploads/menu_placeholders/beverages.png,,"[""icon:beverages""]",1,2026-08-02 16:57:54.794716+00,2026-08-02 16:57:54.794701+00
02889ca8-bfcb-4ccd-a175-a7d8951955b1,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Long Black (Black Coffee),Long Black (Black Coffee),লং ব্ল্যাক (ব্ল্যাক কফি),"A classic black coffee with a fuller body, made by pouring espresso over hot water for a rich, aromatic experience.","A classic black coffee with a fuller body, made by pouring espresso over hot water for a rich, aromatic experience.","একটি ক্লাসিক ব্ল্যাক কফি যার পূর্ণাঙ্গ বডি, এসপ্রেসোকে গরম পানির উপর ঢেলে তৈরি করা হয় যা একটি সমৃদ্ধ ও সুগন্ধি অভিজ্ঞতা দেয়।",150.00,,58,f,Hot Coffee,Hot Coffee,গরম কফি,t,https://quickbytes.buzz/uploads/menu_placeholders/tea_and_coffee.png,,"[""icon:tea_coffee""]",1,2026-07-06 07:43:03.449068+00,2026-07-06 07:43:03.449053+00
65a53a27-9c51-4315-9613-c4519c098cff,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Iced Latte,Iced Latte,আইসড ল্যাটে,"Smooth espresso poured over chilled milk and ice, creating a creamy and refreshing coffee delight.","Smooth espresso poured over chilled milk and ice, creating a creamy and refreshing coffee delight.","ঠান্ডা দুধ ও বরফের উপর ঢালা মসৃণ এসপ্রেসো, যা একটি ক্রিমি ও সতেজকর কফি আনন্দ তৈরি করে।",220.00,,63,f,Iced Coffee,Iced Coffee,আইসড কফি,t,https://quickbytes.buzz/uploads/menu_placeholders/tea_and_coffee.png,,"[""icon:tea_coffee""]",1,2026-07-06 07:43:23.238218+00,2026-07-06 07:43:23.238203+00
c30a6792-8039-403f-9d07-c075cdd459dc,384b833e-d0f6-4e46-b61d-2c938b36eb0d,BBQ Meat Box,BBQ Meat Box,বিবিকিউ মিট বক্স,A BBQ flavored meat box with smoky goodness.,A BBQ flavored meat box with smoky goodness.,ধোঁয়াটে ভালোবাসা সহ একটি বিবিকিউ স্বাদের মিট বক্স।,229.00,,,f,Meat Box,Meat Box,মিট বক্স,t,https://quickbytes.buzz/uploads/menu_placeholders/grill.png,,"[""icon:grill""]",1,2026-07-06 07:43:35.317795+00,2026-07-06 07:43:35.317781+00
5125c5ec-2cc4-426c-b872-d15aefb85d0d,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Mixed Pasta,Mixed Pasta,মিক্সড পাস্তা,"Oven baked with white sauce, tomato sauce, chicken, capsicum, tomato, chicken sausage, mozzarella cheese, and garlic. A medley of flavors.","Oven baked with white sauce, tomato sauce, chicken, capsicum, tomato, chicken sausage, mozzarella cheese, and garlic. A medley of flavors.","সাদা সস, টমেটো সস, চিকেন, ক্যাপসিকাম, টমেটো, চিকেন সসেজ, মোজারেলা পনির এবং রসুন দিয়ে ওভেনে বেক করা। স্বাদের একটি মিশ্রণ।",230.00,,,f,Pasta,Pasta,পাস্তা,t,https://quickbytes.buzz/uploads/menu_placeholders/pasta.png,,"[""icon:pasta""]",1,2026-07-06 07:43:43.997689+00,2026-07-06 07:43:43.99767+00
d8dd43e5-753a-49bd-b181-8463c4bb724f,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Naga Chicken Baked,Naga Chicken Baked,নাগা চিকেন বেকড,"Oven baked with naga sauce, capsicum, olives, chicken, sausage, and cheese. A fiery baked delight.","Oven baked with naga sauce, capsicum, olives, chicken, sausage, and cheese. A fiery baked delight.","নাগা সস, ক্যাপসিকাম, অলিভ, চিকেন, সসেজ এবং পনির দিয়ে ওভেনে বেক করা। একটি জ্বলন্ত বেকড আনন্দ।",200.00,,,f,Pasta,Pasta,পাস্তা,t,https://quickbytes.buzz/uploads/menu_placeholders/pasta.png,,"[""icon:pasta""]",1,2026-07-06 07:43:45.407525+00,2026-07-06 07:43:45.407508+00
80878d6f-a79c-41f8-84e1-ee7730aee070,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Iced Cappuccino,Iced Cappuccino,আইসড ক্যাপুচিনো,"Chilled cappuccino with creamy milk foam over ice, delivering a delightful balance of espresso and froth.","Chilled cappuccino with creamy milk foam over ice, delivering a delightful balance of espresso and froth.","ঠান্ডা ক্যাপুচিনো বরফের উপর ক্রিমি দুধের ফেনা সহ, এসপ্রেসো ও ফেনার একটি চমৎকার ভারসাম্য প্রদান করে।",210.00,,61,f,Iced Coffee,Iced Coffee,আইসড কফি,t,https://quickbytes.buzz/uploads/menu_placeholders/tea_and_coffee.png,,"[""icon:tea_coffee""]",1,2026-07-06 07:43:17.287156+00,2026-07-06 07:43:17.28714+00
03deb64d-e62f-44c9-a156-ad2358702454,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Iced Spanish Latte,Iced Spanish Latte,আইসড স্প্যানিশ ল্যাটে,"A sweet and creamy iced latte made with condensed milk, giving it a rich, indulgent flavor.","A sweet and creamy iced latte made with condensed milk, giving it a rich, indulgent flavor.","কনডেন্সড মিল্ক দিয়ে তৈরি একটি মিষ্টি ও ক্রিমি আইসড ল্যাটে, যা একটি সমৃদ্ধ ও লোভনীয় স্বাদ দেয়।",250.00,,65,f,Iced Coffee,Iced Coffee,আইসড কফি,t,https://quickbytes.buzz/uploads/menu_placeholders/tea_and_coffee.png,,"[""icon:tea_coffee""]",1,2026-07-06 07:43:29.328259+00,2026-07-06 07:43:29.328244+00
2a256551-d347-4c82-8720-64e7fe86ac5f,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Corridor Special Pasta,Corridor Special Pasta,করিডোর স্পেশাল পাস্তা,"Oven baked with special sauce, loaded mozzarella cheese, capsicum, tomato, loaded chicken, olives, sausage, chicken salami, and garlic sauce. Our signature pasta.","Oven baked with special sauce, loaded mozzarella cheese, capsicum, tomato, loaded chicken, olives, sausage, chicken salami, and garlic sauce. Our signature pasta.","বিশেষ সস, লোডেড মোজারেলা পনির, ক্যাপসিকাম, টমেটো, লোডেড চিকেন, অলিভ, সসেজ, চিকেন সালামি এবং রসুন সস দিয়ে ওভেনে বেক করা। আমাদের সিগনেচার পাস্তা।",250.00,,,f,Pasta,Pasta,পাস্তা,t,https://quickbytes.buzz/uploads/menu_placeholders/pasta.png,,"[""icon:pasta""]",1,2026-07-06 07:43:41.052493+00,2026-07-06 07:43:41.052479+00
e9c3faa1-995a-45ec-a97c-16922fe71b72,384b833e-d0f6-4e46-b61d-2c938b36eb0d,BBQ Nachos,BBQ Nachos,বিবিকিউ নাচোস,"Crispy nachos loaded with smoky BBQ chicken, cheese, and fresh toppings.","Crispy nachos loaded with smoky BBQ chicken, cheese, and fresh toppings.","ক্রিস্পি নাচোসের উপরে স্মোকি বিবিকিউ চিকেন, চিজ এবং তাজা টপিংস।",220.00,,,t,Appetizer,Appetizer,অ্যাপেটাইজার,t,https://quickbytes.buzz/uploads/menu_images/94314d8d-9a22-43d5-8313-0eaf3ab2be19.jpg,,"[""icon:appetizer""]",8,2026-07-12 12:27:56.697738+00,2026-07-12 12:27:56.697708+00
25a6e827-6c39-4852-9718-a1d1282f9ddd,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Naga Meat Box,Naga Meat Box,নাগা মিট বক্স,A spicy naga meat box for those who love heat.,A spicy naga meat box for those who love heat.,যারা ঝাল পছন্দ করেন তাদের জন্য একটি মশলাদার নাগা মিট বক্স।,229.00,,,f,Meat Box,Meat Box,মিট বক্স,t,https://quickbytes.buzz/uploads/menu_placeholders/grill.png,,"[""icon:grill""]",1,2026-07-06 07:43:38.197658+00,2026-07-06 07:43:38.197644+00
dc734311-6b80-421f-9521-a3986ed9239a,384b833e-d0f6-4e46-b61d-2c938b36eb0d,Hazelnut Americano,Hazelnut Americano,হ্যাজেলনাট আমেরিকানো,"A warm Americano infused with hazelnut syrup, offering a nutty twist to the classic black coffee.","A warm Americano infused with hazelnut syrup, offering a nutty twist to the classic black coffee.","হ্যাজেলনাট সিরাপ দিয়ে তৈরি একটি গরম আমেরিকানো, যা ক্লাসিক ব্ল্যাক কফিতে বাদামি মোড় যোগ করে।",200.00,,62,f,Hot Coffee,Hot Coffee,গরম কফি,t,https://quickbytes.buzz/uploads/menu_placeholders/tea_and_coffee.png,,"[""icon:tea_coffee""]",1,2026-07-06 07:43:00.257222+00,2026-07-06 07:43:00.257208+00
